spread covid 19,234
nationwide mask mandate,227
national mask mandate,160
biden calls nationwide,147
calls nationwide mask,143
joe biden calls,123
call national mask,117
calls biden coronavirus,103
biden coronavirus plan,103
coronavirus plan unscientific,103
plan unscientific rejects,102
trump calls biden,100
unscientific rejects call,100
wear face mask,96
rejects call national,96
prevent spread coronavirus,91
spread coronavirus cdc,76
coronavirus cdc says,75
covid 19 spread,75
covid 19 mask,74
face masks valves,72
masks valves vents,72
next three months,71
valves vents prevent,68
vents prevent spread,68
save 40 000,66
mask mandate pushes,64
mandate pushes plan,64
pushes plan combat,64
plan combat coronavirus,62
40 000 lives,59
wearing face mask,58
expanding covid 19,57
mask fines doubled,56
mask gop lawmaker,55
two weeks covid,55
weeks covid 19,55
covid 19 diagnosis,55
anti mask gop,54
gop lawmaker mingled,54
mingled maskless supporters,54
supporters two weeks,54
covid 19 pandemic,53
lockdown rules eased,53
lawmaker mingled maskless,53
maskless supporters two,53
covid 19 cases,52
salons lockdown rules,52
rules eased mask,52
eased mask fines,52
connecticut inmate hangs,51
prevent coronavirus spread,50
could save 40,50
report white house,50
white house task,50
house task force,50
task force urged,50
force urged georgia,50
urged georgia mandate,50
georgia mandate masks,50
mandate masks warned,50
masks warned expanding,50
warned expanding covid,50
coronavirus mask mandate,48
mask social distance,47
says favors coronavirus,47
favors coronavirus mask,47
mask mandate interview,47
mandate interview matthew,47
joe biden calling,46
wear mask social,46
interview matthew mcconaughey,45
slow spread covid,44
fauci says favors,44
stop spread covid,43
wear mask help,43
coronavirus bowling alleys,43
protective mask mandate,41
mask mandate citing,41
experts predictions could,41
predictions could save,41
reduce spread covid,41
mandate citing health,40
citing health experts,40
health experts predictions,40
biden calling nationwide,40
prevent spread covid,40
mask mandate combat,39
mandate combat coronavirus,39
mask covid 19,39
nationwide protective mask,39
000 lives coronavirus,39
please wear mask,39
call nationwide mask,38
calling nationwide protective,38
lives coronavirus next,37
coronavirus next three,37
covid 19 wear,37
masks valves prevent,35
valves prevent coronavirus,35
lawsuit atlanta mayor,35
mask wash hands,35
cdc mask guidance,34
mask guidance masks,34
guidance masks valves,34
fines refusing wear,34
refusing wear face,34
stop spread coronavirus,34
bowling alleys stadiums,34
findyourthing redbubble masks4all,34
redbubble masks4all maskssavelives,34
masks4all maskssavelives facecovering,34
maskssavelives facecovering facemasks,34
facecovering facemasks mandatory,34
socialdistancing coronavirus pandemic,34
coronavirus pandemic youractionssavelives,34
mask social distancing,33
help stop spread,33
alleys stadiums salons,33
stadiums salons lockdown,33
wear mask wash,33
help reduce spread,32
mask save lives,31
face mask increase,31
must wear mask,31
covid 19 wearing,30
lawsuit atlanta mask,30
distance wash hands,30
mask help reduce,30
atlanta mask mandate,29
wear mask protect,29
wear mask save,29
covid 19 face,29
wear mask wear,29
drops lawsuit atlanta,28
coronavirus face mask,28
every governor mandate,27
boris johnson announces,27
announces new lockdown,27
coronavirus spread washington,27
spread washington post,27
staysafe publictransport socialdistancing,27
publictransport socialdistancing coronavirus,27
inmate hangs coronavirus,27
hangs coronavirus mask,27
coronavirus mask report,27
mandatory mask wearing,26
social distance wash,26
every single american,26
help prevent spread,26
facemasks mandatory staysafe,26
get covid 19,25
johnson announces new,25
new lockdown easing,25
help slow spread,25
single american wearing,25
american wearing mask,25
mask wear mask,25
mask mandate coronavirus,24
person wearing mask,24
statewide mask mandate,24
neck gaiters may,24
save lives stop,24
lives stop spread,24
harris call nationwide,23
atlanta mayor city,23
wearing mask outside,23
19 wear mask,23
inmate hangs using,23
simple leave home,23
leave home must,23
home must wear,23
stop spread learn,23
bandanas neck gaiters,23
19 wearing mask,22
joe biden kamala,22
biden kamala harris,22
wash hands smart,22
hands smart crowds,22
refuse wear mask,22
hangs using prison,22
prison issued covid,22
issued covid 19,22
died covid 19,21
practice social distancing,21
worst face masks,21
inmate found strangled,21
using prison issued,21
masks bandanas neck,21
gaiters may harmful,21
may harmful mask,21
gaiter face mask,20
face mask fast,20
mask mandate fight,20
people wear mask,20
kamala harris call,20
drop mask lawsuit,20
mask lawsuit atlanta,20
need wear mask,20
face masks bandanas,20
mandate coronavirus restrictions,19
ditch gaiter face,19
mask fast scientists,19
fast scientists say,19
face mask rules,19
prevent person wearing,19
joe biden called,19
everyone wear mask,19
wear mask keep,19
things wear mask,19
outside next three,19
wear mask stay,19
biden call national,19
covid 19 virus,19
bowling alleys salons,19
alleys salons lockdown,19
georgia governor drops,19
fight covid 19,19
mandatory staysafe publictransport,19
covid 19 deaths,18
georgia governor drop,18
governor drop mask,18
wear damn mask,18
four simple things,18
simple things wear,18
wearing mask re,18
mask re outside,18
three months minimum,18
slow spread covid19,18
mask face covering,18
found strangled mask,18
strangled mask issued,18
wearing mask social,17
cotton face mask,17
mandate mask wearing,17
positive covid 19,17
mandate mandatory mask,17
asking four simple,17
mask increase 200,17
gov brian kemp,17
re outside next,17
wear mask public,17
covid 19 others,17
kemp drops lawsuit,16
mandate fight coronavirus,16
mask mandate live,16
distancing wearing mask,16
offers little protection,16
wearing mask less,16
mask less contracting,16
less contracting virus,16
joe biden said,16
governor mandate mandatory,16
refused wear mask,16
risk covid 19,16
covid 19 still,16
transmitting covid 19,16
protect covid 19,16
wearing mask help,16
wearing mask transmitting,15
trump holds coronavirus,15
holds coronavirus briefing,15
social distancing wearing,15
wearing neck gaiters,15
know wearing mask,15
preventing people getting,15
people getting sick,15
coronavirus fines refusing,15
200 boris johnson,15
wear mask covid,15
georgia gov brian,15
part slow spread,15
world mask week,15
mask protect others,15
19 face mask,15
mask issued prevent,15
issued prevent coronavirus,15
distance wear mask,14
coronavirus live updates,14
cloth face mask,14
mask increase boris,14
increase boris johnson,14
wash hands wear,14
hands wear mask,14
increase 200 boris,14
stop covid 19,14
refusing wear mask,14
biden mask mandate,14
mask transmitting covid,14
coronavirus task force,14
close contact others,14
flareups europe lead,14
europe lead club,14
lead club closings,14
spreading covid 19,13
mask mandate cnbc,13
type mask prevent,13
mask prevent person,13
mask outside health,13
outside health care,13
health care facilities,13
care facilities offers,13
facilities offers little,13
wash face mask,13
mask every use,13
biden called governors,13
wash hands frequently,13
wear mask get,13
biden call nationwide,13
new covid 19,13
get art printed,13
art printed awesome,13
printed awesome products,13
mask prevent spread,13
study wearing neck,13
neck gaiters mask,13
increase risk covid,13
cbsnews fair trump,13
fair trump government,13
