gram,counts
dig graves covid,693
sharply september mandatory,687
cases skyrocketed september,680
infected covid 19,671
getting covid 19,669
wear mask public,667
mask wear mask,662
mocking pandemic social,657
mask pro trump,657
covid 19 victims,657
anti mask pro,655
pandemic social media,655
graves covid 19,654
pro trump lawmaker,653
trump lawmaker dies,652
19 mocking pandemic,651
lawmaker dies covid,650
covid 19 hoax,647
protect covid 19,645
bypass mask wearing,644
19 wearing mask,641
extremely strict spain,638
wearing mask amp,612
stop spread covid,612
due covid 19,609
must worn inside,609
worn inside outdoors,609
help slow spread,607
practice social distancing,605
prevent spread covid,601
wear mask keep,585
wearing mask social,582
mask white house,581
must worn indoors,575
worn indoors outdoors,574
refusing wear mask,558
mask weeks months,554
coronavirus task force,552
fight covid 19,552
tests positive covid,551
wore mask weeks,551
tested positive coronavirus,550
trump first lady,536
forced dig graves,532
covid 19 diagnosis,531
covid 19 re,525
texas doctor 28,519
trump wear mask,514
need wear mask,512
doctor 28 dies,512
must wear mask,508
covid 19 test,507
pence wearing mask,507
spain lockdown strict,505
28 dies covid,503
karen pence wearing,503
covid 19 still,502
mask wearing social,501
sign covid 19,497
rose sharply throughout,496
sharply throughout september,492
eyes conjunctivitis sign,491
pence red eyes,491
conjunctivitis sign covid,491
family 25 medical,491
19 re family,491
medical professionals pence,491
25 medical professionals,491
red eyes conjunctivitis,491
re family 25,491
quarantine karen pence,491
refuse wear mask,482
outdoors despite number,482
caught without mask,480
wearing social distancing,476
people covid 19,475
covid 19 real,475
she wore mask,474
wear mask stay,470
covid 19 via,469
dies covid she,466
covid she wore,465
distance wear mask,461
wear mask amp,460
mask hungry corona,459
manga shinigami ryuk,459
wear mask hungry,459
noted deathnote manga,459
note mask wear,459
deathnote manga shinigami,459
virus noted deathnote,459
shinigami ryuk kira,459
corona virus noted,459
hungry corona virus,459
take note mask,459
covid 19 mutation,457
mask forced dig,450
people wearing mask,450
doctor friend recommends,443
lady tested positive,443
friend recommends professional,443
may evolving bypass,442
first lady tested,441
evolving bypass mask,441
without mask forced,441
mutation may evolving,440
covid 19 spread,437
india covid 19,435
prayed mask mandate,435
europe india covid,434
spreading covid 19,434
covid 19 getting,434
my doctor friend,431
getting worse my,431
pastor prayed mask,431
19 getting worse,431
worse my doctor,431
indonesians caught without,431
19 mutation may,430
distance wash hands,430
without wearing mask,427
spanish lockdown strict,423
statewide mask mandate,420
president trump first,418
contracted covid 19,415
tests positive coronavirus,411
make us poorer,409
recommend professional mask,407
hospitalized covid 19,401
covid 19 trump,401
nothing make us,399
achieve nothing make,399
despite number cases,398
mask amp coughing,394
help stop spread,391
wo obey rules,385
rules pence red,385
obey rules pence,385
mask buying channel,379
president donald trump,379
professional mask buying,379
buying channel hoping,379
positive covid 19as,379
remember wear mask,378
wear fucking mask,377
doctor team recommends,376
team recommends professional,376
virus defeated stay,369
defeated stay safe,369
stay away viruses,369
stay safe social,369
social stay away,369
wear mask practice,369
safe social stay,369
catching covid 19,363
test positive covid,362
notre dame president,360
mask protect others,360
everyone wear mask,359
wear mask covid,354
google search ushoparea,353
covid 19 amp,352
trump tested positive,351
covid 19 vaccine,350
covid 19 positive,349
refuses wear mask,349
infected wearing mask,342
100 028 died,336
contracted virus doctor,336
711 185 contracted,336
185 contracted virus,336
virus doctor team,336
joe biden wearing,335
viruses google search,334
away viruses google,334
wearing mask especially,334
wearing mask avoid,333
contracting covid 19,332
safe wear mask,332
contagious coronavirus still,332
mask mandate intensive,331
mandate intensive care,331
testing positive covid,330
particularly strict spain,327
wearing work uk,326
highly contagious coronavirus,326
work uk coronavirus,326
discouraged wearing mask,326
want wear mask,326
still discouraged wearing,326
uk coronavirus restrictions,326
coronavirus still discouraged,326
crowding washing hands,324
avoid crowding washing,324
mask avoid crowding,324
body make antibodies,324
antibodies get infected,324
get infected wearing,324
make antibodies get,324
arbitrary coronavirus restrictions,323
wash hands wear,322
skyrocketed throughout september,320
wearing mask public,318
hand washing via,318
would still alive,317
knew highly contagious,317
trump knew highly,317
ve quarantine karen,316
51 false neg,316
false neg arrogance,316
arrogance amp ignorance,316
amp coughing wh,316
neg arrogance amp,316
professionals pence ve,316
wh abbott test,316
coughing wh abbott,316
pence ve quarantine,316
test 51 false,316
abbott test 51,316
look spain lockdown,314
spain extremely strict,313
lockdown spain extremely,313
especially among followers,310
mask socially distance,310
mask especially among,310
among followers think,310
herman cain would,310
think herman cain,309
followers think herman,308
tulsa maga rally,308
attend tulsa maga,308
trump required attendees,308
lockdown extremely strict,308
rally trump required,308
still alive attend,308
alive attend tulsa,308
maga rally trump,308
attendees sign waiver,307
required attendees sign,307
cain would still,307
hands wear mask,307
disturbed trump removes,305
everyone wearing mask,304
doctors disturbed trump,303
work boris arbitrary,303
boris arbitrary coronavirus,303
catch covid 19,302
wearing mask time,296
028 died 711,292
died 711 185,292
cases covid 19,290
coronavirus wear mask,288
new covid 19,286
social distancing wearing,286
lockdown spain strict,283
washing via nypost,282
wear mask get,279
vaccine body make,278
wearing mask covid,278
mask practice social,278
spain strict spain,278
covid 19 deaths,278
absolutely nothing buffoon,277
covid 19 seriously,276
wear mask save,275
distancing wearing mask,274
mask keep distance,270
back white house,267
lockdown particularly strict,263
spanish lockdown particularly,263
wearing mask protect,262
wash hands often,261
covid 19 would,261
biden mask prop,261
mask prop president,259
removes mask white,259
mutation emerges may,257
covid 19 please,256
president hospitalized covid,256
coronavirus mutation emerges,256
wear mask died,256
washing hands self,255
defense avoid infected,255
hands self defense,255
prop president hospitalized,255
self defense avoid,255
would wear mask,254
urged mask wearing,253
claims biden mask,253
announced covid 19,252
caught covid 19,252
cases skyrocketed throughout,251
fun biden wearing,250
listened trump wear,250
mandatory inside outdoors,249
masks mandatory inside,249
covid 19 like,247
die covid 19,247
white house without,247
president announced covid,247
doctor urged mask,246
always wear mask,245
covid 19 infection,243
diagnosed covid 19,243
negative covid 19,242
like wearing mask,239
people wear masks,236
wan na vomit,236
epidemiologists wan na,236
social distance wash,235
na vomit doctors,232
200 000 americans,232
vomit doctors disturbed,232
america 100 028,232
prevent covid 19,230
coronavirus wearing mask,230
wear mask socially,229
instituting national mask,229
spain rose sharply,229
trump campaign adviser,229
stop covid 19,229
cases spain rose,229
others covid 19,228
wear mask coronavirus,226
trump wearing mask,225
forced wear mask,225
stop spread virus,224
made masks mandatory,222
director robert redfield,221
campaign adviser claims,219
protection ordinary citizensdoctors,217
citizensdoctors recommend professional,217
cdc director robert,217
ordinary citizensdoctors recommend,217
covid 19as protection,217
19as protection ordinary,217
house without mask,216
adviser claims biden,215
returns white house,213
still wear mask,213
care covid 19,212
covid 19 even,211
even outdoors despite,211
coronavirus restrictions destroying,211
imposed strict lockdown,211
lockdown made masks,211
spain imposed strict,211
mandatory even outdoors,211
strict lockdown made,211
masks mandatory even,211
take covid 19,211
covid 19 people,210
covid 19 one,209
joke vaccine body,209
outdoors despite cases,207
despite cases spain,207
mask mandate due,207
wo wear mask,207
social distance wear,207
mask died days,206
mandate due covid,206
days president announced,205
died days president,205
president instituting national,205
biden president instituting,204
person mask distance,203
blamed biden president,202
white house coronavirus,201
discouraged mask wearing,200
knew covid 19,198
follow social distancing,197
spain lockdown extremely,196
trump blamed biden,196
may bypass mask,195
sick covid 19,195
mask face covering,194
mask distance face,192
distance face shield,192
man chronic asthma,192
emerges may bypass,192
mocked biden wearing,192
chronic asthma forced,191
asthma forced wear,191
mandate social distancing,191
mask mandate social,191
action plan stop,190
contract covid 19,190
deadtrump action plan,190
plan stop spread,190
americans deadtrump action,190
19 via huffpostpol,189
19 selecting mask,189
covid 19 selecting,189
19 america 100,188
covid 19 america,188
wear mask plane,187
mask wearing icu,186
wearing icu recovering,186
icu recovering coronavirus,186
coronavirus man chronic,185
says cdc director,185
coronavirus vaccine mask,185
hand washing protections,185
coverings must worn,184
time help slow,184
masks avoid using,184
face coverings must,184
point link masks,184
mask point link,184
avoid using cause,184
wear mask wear,184
cause breathing difficulties,184
mask time help,184
using cause breathing,184
robert redfield confused,184
spain face coverings,184
strict spain face,184
amp social distancing,184
recommend everyone wearing,184
selecting mask point,184
confused coronavirus vaccine,183
redfield confused coronavirus,182
vaccine mask efficacy,182
help prevent spread,182
testing strategy contact,181
spread virus no,181
no national mask,181
virus no national,181
pastor discouraged mask,180
every time see,179
wash hands frequently,178
gaj ki doori,178
wash hands follow,177
president united states,176
coughs way anti,176
asapin person mask,176
bluereturn ballot asapin,176
wearing mask coronavirus,176
wearing mask help,176
early straight bluereturn,176
straight bluereturn ballot,176
ballot asapin person,176
way anti mask,175
pence quarantine karen,175
unite2fightcorona let us,175
mask wearing early,175
face shield sanitizer,175
hands follow social,175
professionals pence quarantine,175
still dangerous america,175
mask efficacy redfield,174
efficacy redfield responded,174
always remember wear,173
anti mask interview,172
ki doori together,172
intensive care covid,172
giuliani coughs way,172
practice gaj ki,171
mocking biden wearing,171
covid 19 airborne,171
amp wear mask,171
rudy giuliani coughs,170
lawyer rudy giuliani,170
maintain social distancing,169
social distancing practice,169
protection covid 19,169
president sick weeks,169
outdoors even restrictions,168
covid coronavirus symptoms,168
trump says cdc,168
sick weeks quarantine,168
wearing mask trump,168
win covid 19,168
us always remember,168
succeed together win,167
mask washing hands,167
distancing practice gaj,167
first lady recovery,167
no masker pastor,167
quarantine first lady,167
together succeed together,167
weeks quarantine first,167
recovery covid coronavirus,167
trump lawyer rudy,166
together win covid,166
lady recovery covid,166
idaho no masker,166
exposed covid 19,166
let us always,166
face mask daldesignnz,165
masker pastor prayed,165
covid19 coronavirus corona,165
strategy contact tracing,164
amy coney barrett,163
walter reed medical,163
doori together succeed,163
let us unite2fightcorona,163
reed medical center,163
covid 19as ordinary,162
19as ordinary citizens,162
covid 19 melania,162
protect themselvesdoctors recommend,162
themselvesdoctors recommend professional,162
distance praying pray,162
social distance praying,162
citizens protect themselvesdoctors,162
wear mask around,162
ordinary citizens protect,162
debate social distance,161
wearing early dies,161
praying pray donald,160
kentucky doctor urged,159
melania president sick,158
believe covid 19,158
mask debate social,158
us unite2fightcorona let,156
19 melania president,156
gets covid 19,156
trump mocked biden,155
intensive care coronavirus,155
shield sanitizer kamalaharris,154
coronavirus symptoms death,154
symptoms death mask,154
covid 19 symptoms,154
idaho pastor prayed,154
covid 19 testing,153
head vaccine timeline,153
cdc head vaccine,153
trumphascovid trump covid,152
wear mask properly,152
timeline mask claims,152
mask amp social,152
vaccine timeline mask,152
facecovering mask facecover,151
facecover covid19 coronavirus,151
covid 19 safety,151
masks covid 19,151
disputes cdc head,151
covid 19 back,151
masks facecovering mask,151
mask facecover covid19,151
time see got,151
death mask debate,150
stop spread coronavirus,150
mask studies found,150
trump tests positive,150
inside outdoors even,149
president tests positive,149
around mask wearing,148
like covid 19,148
old 74 orange,148
new york times,148
returned white house,148
wear mask face,148
74 orange cheeto,147
get around mask,147
new coronavirus mutation,147
covid 19 face,147
people wearing masks,146
see got mask,146
always wearing mask,146
corey lewandowski spotted,145
covid 19 infections,145
advisor corey lewandowski,145
know covid 19,145
hospital covid 19,145
even restrictions spanish,145
restrictions spanish cases,145
social distancing amp,144
wear mask maintain,144
damn mask follow,144
cloth face mask,143
000 americans died,143
fox chris wallace,142
think covid 19,142
trump disputes cdc,142
viewers wear damn,141
secretary kayleigh mcenany,141
press secretary kayleigh,141
trump advisor corey,141
wearing mask still,140
reduce spread covid,140
evolving get around,140
wearing mask makes,140
wear mask like,139
wear mask stop,139
trump returns white,139
fear covid 19,139
transmission covid 19,139
reporters without mask,139
amid covid 19,138
coronavirus mutation could,138
everyone wears mask,138
mutation could evolving,137
wear masks like,137
even wear mask,137
wear mask help,137
could evolving get,136
mask save lives,136
mask return white,136
review mask studies,135
snake face mask,135
evidence stopped transmission,135
biggest mask ever,135
corona quarantine lockdown,134
cases spain skyrocketed,134
ordered dig graves,134
2019 review mask,134
wearing mask washing,134
stopped transmission flu,134
pray donald died,134
returning white house,134
still wearing mask,134
news coronavirus covid19,132
found no evidence,132
dame president tests,132
studies found no,131
wear mask people,131
mask follow science,131
anti mask protest,131
no evidence stopped,131
head coronavirus task,131
say wearing mask,131
covid 19 patient,131
number cases spain,131
mask wearing dies,130
face mask recognition,130
safe covid 19,130
making fun biden,129
continue wear mask,129
made fun biden,129
distance far pence,128
global pandemic news,128
gallagher refuses wear,128
refusal wear mask,128
kamalaharris keep distance,128
fines covid 19,128
coronavirus covid19 protests,128
pandemic news coronavirus,128
sanitizer kamalaharris keep,128
far pence debate,128
immunity covid 19,128
keep distance far,128
covid 19 guidelines,127
noel gallagher refuses,127
mask fines covid,127
donald died old,126
wear mask go,126
recommend everyone useful,125
got looking masks,125
covid 19 deadly,125
mask prevent spread,125
refuses wear face,125
looking masks past,125
wearing dies covid,125
like much good,125
19 back europe,125
protect recommend everyone,125
products got looking,125
breathing easier family,125
past weeks wearing,125
masks past weeks,125
easier family like,125
much good choice,125
weeks wearing mask,125
useful products got,125
family like much,125
makes breathing easier,125
everyone useful products,125
mask makes breathing,125
lockdown facemasks protection,124
amazon unable buy,124
white house press,124
serious must wear,124
high quality masks,124
europe unsafe protect,124
social distancing testing,124
stay safe wear,124
still serious must,124
recently good news,124
quarantine lockdown facemasks,124
quality masks recently,124
died old 74,124
protect heard amazon,124
coronavirus still serious,124
copy 𝖎𝖘𝖍𝖔𝖕𝖟𝖔𝖓𝖊 google,124
heard amazon unable,124
unable buy high,124
facemasks protection coronavirus,124
news copy 𝖎𝖘𝖍𝖔𝖕𝖟𝖔𝖓𝖊,124
masks recently good,124
good news copy,124
buy high quality,124
google search immediately,124
back europe unsafe,124
mask protect heard,124
unsafe protect recommend,124
𝖎𝖘𝖍𝖔𝖕𝖟𝖔𝖓𝖊 google search,124
wearing mask white,123
urges people wear,123
wear mask trump,123
covid19 corona quarantine,123
covid 19 spreads,123
mask ever seen,123
covid 19 use,123
removes mask photos,122
said covid 19,122
protection coronavirus cdc,122
distancing testing strategy,122
president first lady,122
covid 19 yet,122
coronavirus cdc news,122
cdc news wholesale,122
gov mike parson,121
early dies covid,121
orange cheeto finally,121
covid 19 know,121
new york city,121
tested covid 19,120
face masks could,120
house coronavirus task,120
news wholesale sale,120
200 feet away,119
wearing mask properly,119
covid 19 immunity,119
covid 19 patients,119
wear mask please,119
without mask saying,119
game without mask,119
would self isolate,119
mask photos upon,118
saying would self,118
covid 19 going,118
football game without,118
photos upon return,118
keep wearing mask,117
face mask use,117
mask saying would,117
face mask despite,117
still mask mandates,117
coronavirus mask mandates,117
mask despite uk,117
says still mask,116
people died covid,116
delivery completed within,116
mask recognition arrived,116
self isolate due,116
link masks avoid,116
completed within two,116
difficulties delivery completed,116
isolate due coronavirus,116
within two days,116
one wearing mask,116
breathing difficulties delivery,116
ron johnson says,115
chris wallace urges,115
could giving people,115
covers nose mouth,115
arrived for better,114
upon return hospital,114
despite uk laws,114
spotted football game,114
covid 19 transmission,114
president covid 19,113
recognition arrived for,113
giving people covid,113
200 000 people,113
covid 19 update,113
masks could giving,113
contagious trump removes,113
wearing mask debate,113
trump removed mask,113
johnson says still,113
fun joe biden,112
000 people died,112
lewandowski spotted football,112
for better worse,112
wash hands regularly,112
due coronavirus concern,111
around without mask,111
ryuk kira corona1007,111
intensive care unit,111
us covid 19,110
via nyt new,110
mandate covid 19,110
face mask covid,110
dr robert redfield,110
nyt new york,110
covid 19 serious,110
facemask mask cover,109
mask cover covid__19,109
others wearing mask,109
cover covid__19 steampunk,109
via etsy gasmask,109
covid__19 steampunk goth,109
steampunk goth cybergoth,109
etsy gasmask facemask,109
wearing mask must,109
gasmask facemask mask,109
wear mask take,108
realdonaldtrump trump knew,108
19 ron johnson,108
covid 19 ron,108
late slow disastrous,107
coronavirus patient deaths,107
due late slow,107
america covid 19,107
house press secretary,106
alter oxygen level,106
see pence red,106
wear mask even,106
white house staff,106
mask alter oxygen,106
risk covid 19,106
mask mandate covid,106
safely wear mask,106
biden wears mask,106
slow disastrous approach,106
joebiden wearing mask,106
go jail deaths,105
deaths due late,105
trump still misleading,105
disastrous approach pandemia,105
bans mask fines,105
must impeached go,105
still misleading people,105
impeached go jail,105
covid 19 also,105
pandemia trump still,105
200 000 dead,105
approach pandemia trump,105
patient deaths due,105
lifts restaurant restrictions,105
jail deaths caused,105
encouraging wearing mask,105
mask must impeached,105
trumplied200kdied trumpknew coronavirus,104
mask maintain social,104
anti mask protesters,104
restaurant restrictions bans,104
mask mandates biden,104
people wear damn,104
trumpdoesntcare trumplied200kdied trumpknew,104
covid 19 100,104
trumpknew coronavirus update,104
restrictions bans mask,104
19 100 028,104
governor lifts restaurant,104
wearing mask one,104
covid 19 restrictions,104
goth cybergoth asturias,104
new times new,104
covid 19 president,103
afraid covid 19,103
guaranteed protect covid,103
realdonaldtrump covid 19,103
mask face shield,103
attacks biden coronavirus,103
biden hold public,103
cybergoth asturias steamretro,103
dying covid 19,103
number cases skyrocketed,103
called covid 19,102
diagnosis boston globe,102
vote amp voting,102
keep registering vote,102
trump coronavirus change,102
spread corona virus,102
mask guaranteed protect,102
19 diagnosis boston,102
coronavirus change anything,102
registering vote amp,102
non mask wearing,102
mask wearing amp,102
wholesale sale facemask,102
mandates biden hold,102
biden coronavirus mask,102
wear mask avoid,102
arriving white house,102
hold public office,102
us wear mask,101
coronavirus face mask,101
mask coronavirus pandemic,101
florida governor lifts,101
missouri gov mike,101
wallace urges people,100
taking covid 19,100
covid 19 days,100
without face mask,100
distancing wear mask,100
backlash removing mask,99
trump attacks biden,99
wear face masks,99
biden mask wearing,99
mcenany tests positive,99
mask protect covid,99
prevent spread coronavirus,98
mask mandates tests,98
could speaking 200,98
mandates tests positive,98
infectious covid 19,98
dead covid 19,98
covid 19 masks,98
adjustable washable masks,97
federal mask mandate,97
people refuse wear,97
nose particularly pleasant,97
tells viewers wear,97
biden tests negative,97
comfortable adjustable washable,97
pleasant instead breathe,97
instead breathe safely,97
mask still dangerous,97
breathe safely wear,97
particularly pleasant instead,97
kayleigh mcenany tests,97
speaking 200 feet,97
deaths covid 19,97
white house removes,97
test involves pushing,97
pushing swab way,97
chris wallace tells,97
swab way nose,97
way nose particularly,97
involves pushing swab,97
without mask social,97
19 test involves,97
wallace tells viewers,96
mask stay safe,96
person wearing mask,96
encouraged congregants go,96
covid 19 could,96
public transportation people,96
august september mandatory,96
mocked joe biden,96
wear mask follow,96
19 use mask,95
covid 19 coronavirus,95
house removes mask,95
000 dead this,95
use mask amp,95
infected 207 000,95
this joke vaccine,95
207 000 dead,95
wear mask learn,95
dead this joke,95
follow science coronavirus,95
million infected 207,95
wearing mask incorrectly,94
transportation people wearing,94
white house via,94
mask incorrectly get,94
distancing wash hands,94
health protect 501,94
face mask guaranteed,94
coronavirus ur health,94
mask amp facial,94
facial shield see,94
get coronavirus ur,94
incorrectly get coronavirus,94
amp facial shield,94
shield see photo,94
see photo remember,94
ur health protect,94
19 victims punishment,94
amp public transportation,94
remember street amp,94
photo remember street,94
street amp public,94
importance wearing mask,93
faces backlash removing,93
number cases rose,93
covid 19 spreading,93
realdonaldtrump wear mask,92
contracts covid 19,92
simple leave home,91
work boris johnson,91
home must wear,91
trump faces backlash,91
johnson coronavirus restrictions,91
destroying economy freedoms,91
masks social distancing,91
leave home must,91
boris johnson coronavirus,91
restrictions destroying economy,91
covid 19 care,91
like mask wearing,91
melania tested positive,90
upon arriving white,90
test positive coronavirus,90
amp voting drovesregistervote,90
voting drovesregistervote early,90
covid 19 outbreak,90
drovesregistervote early straight,90
restrictions destroying freedoms,89
us keep registering,89
destroying freedoms economy,89
treatment covid 19,89
cdc director says,89
anything us keep,89
change anything us,89
wear masks protect,89
lady test positive,88
shows biggest mask,88
face mask public,88
covid 19 nearly,88
covid 19 protocols,88
walter reed hospital,87
mask corona virus,87
covid 19 sure,87
americans wear mask,87
home wear mask,87
opposes mask mandates,86
rose garden event,86
mask upon arriving,86
governor ron desantis,86
mask around others,86
19 nearly week,86
wear mask prevent,86
number covid 19,86
like flu people,86
president trump removes,86
coronavirus noel gallagher,86
first lady test,85
us politics live,85
removing mask return,85
practice physical distancing,85
universal mask wearing,85
mask knowing coronavirus,85
wearing face masks,85
ryuk kira corona1001,85
flotus trumphascovid trump,85
others wear mask,84
blisters trump aide,84
trump aide balcony,84
upon returning white,84
covid 19 wore,84
white house event,84
breathing face mask,84
tore mask knowing,84
build immunity covid,84
covid 19 rules,84
anti mask movement,84
face mask alter,84
host blisters trump,84
aide balcony stunt,84
bbc news coronavirus,83
balcony stunt tore,83
conspiracy theories essential,83
5g anti mask,83
first lady melania,83
mask get covid,83
threat covid 19,83
theories essential read,83
house via huffpostpol,83
nashville council member,83
stay home wear,83
nearly week attending,83
wear mask put,83
anti mask conspiracy,83
coronavirus 5g anti,83
stunt tore mask,83
mask conspiracy theories,83
essential read rebutti,82
trump hospitalized covid,82
mask gop candidate,82
question trump really,82
serious question trump,82
one supporters refused,82
corona virus please,82
week attending scotus,82
life covid 19,82
supporters refused wear,82
anti mask gop,82
19 one supporters,82
attending scotus announcement,82
lives check us,82
save lives check,82
trump really get,82
wearing mask could,82
really get covid,82
mad max mask,81
210 000 americans,81
wearamask save lives,81
scotus announcement mask,81
fox news host,81
share mask wearamask,81
start wearing mask,81
please retweet share,81
mask tests positive,81
virus please retweet,81
draws large crowds,81
realdonaldtrump trumpdoesntcare trumplied200kdied,81
contagious president trump,81
retweet share mask,81
take covid vaccine,80
covid19 covid__19 coronavirus,80
mask protest montreal,80
governor opposes mask,80
say threat covid,80
tests negative covid,80
protest montreal draws,80
ryuk kira corona1006,80
montreal draws large,80
news host blisters,80
crowds say threat,80
mask upon returning,80
mask tested positive,80
house chief staff,80
wear masks debate,80
mask wearamask save,80
large crowds say,80
public help slow,80
mask stay home,80
covid 19 overstated,79
white house chief,79
wear mask republican,79
virus wear mask,79
wash hands social,79
boris johnson dad,79
far covid 19,79
trump got covid,79
latest anti mask,79
covid 19 flu,79
nothing fear covid,79
like every time,79
chris wallace viewers,78
trump supporters trump,78
trump lied usa,78
finally coronavirus surprise,78
amp must accountable,78
sad votebluenomatterwho maga,78
desantis taking pictures,78
enforce mitigation wear,78
mitigation wear mask,78
jacksonville florida without,78
usa amp must,78
atlas reinstate coronavirus,78
diagnosis wear damn,78
help build immunity,78
accountability fire scott,78
cdc politicians enforce,78
scott atlas reinstate,78
ron desantis taking,78
trump rally last,78
pictures trump supporters,78
donald trump finally,78
isolate cdc politicians,78
coronavirus surprise ignorance,78
coughing still dangerous,78
people encouraging wearing,78
rally last night,78
quarantine wear mask,78
task force isolate,78
force isolate cdc,78
taking pictures trump,78
reinstate coronavirus task,78
night jacksonville florida,78
florida without mask,78
spanish lockdown extremely,78
fire scott atlas,78
consequences accountability fire,78
last night jacksonville,78
sen mike lee,78
supporters trump rally,78
mask republican sad,78
ignorance consequences accountability,78
surprise ignorance consequences,78
misleading people encouraging,78
trump finally coronavirus,78
politicians enforce mitigation,78
amp coughing still,78
republican sad votebluenomatterwho,78
house washington post,78
wash hands keep,78
lied usa amp,78
white house washington,78
practicing social distancing,77
required wear mask,77
americans died covid,77
viewers trump diagnosis,77
super spreader events,77
wallace viewers trump,77
congregants go maskless,77
made dig graves,77
anti face mask,77
protect covid take,77
social distancing wear,77
protect 501 donate,77
pronouncement nothing fear,76
told bob woodward,76
get flu shot,76
19 broke quarantine,76
reject mask rules,76
mask mandates lower,76
wear mask made,76
covid 19 broke,76
reckless pronouncement nothing,76
trump corona virus,76
fight cyclist called,76
broke quarantine wear,76
trump diagnosis wear,76
got fight cyclist,76
posted anti face,76
face mask memes,76
find answers common,75
19 plus use,75
others danger got,75
instead mask find,75
fl far covid,75
deaths date fl,75
mask find answers,75
date fl far,75
put others danger,75
danger got fight,75
fact check team,75
team answers questions,75
face shield instead,75
answers common questions,75
check team answers,75
mandates lower covid,75
week fact check,75
plus use face,75
politics doctor urged,75
lower covid 19,75
use face shield,75
covid 19 plus,75
kloeffler realdonaldtrump flotus,75
answers questions covid,75
coronavirus fraud online,75
questions covid 19,75
shield instead mask,75
wearing mask may,75
mask put others,75
study results suggest,74
mask nazi fauci,74
trashed mask nazi,74
report trashed mask,74
19 spread 25,74
nothing ever happened,74
trump test positive,74
vip hospital bubble,74
suggest mask mandates,74
could wearing mask,74
nazi fauci coronavirus,74
trump bolted vip,74
bolted vip hospital,74
results suggest mask,74
19 face mask,74
time covid 19,74
mask memes facebook,74
fauci coronavirus fraud,74
preliminary study results,74
staffer retire report,74
former nashville council,74
pretended nothing ever,74
retire report trashed,74
covid 19 wisconsin,73
sorry covid 19,73
200000 coronavirus patient,73
mask help build,73
away shows biggest,73
threw party quarantine,73
19 wisconsin dem,73
wisconsin dem opponent,73
mask made dig,73
called pretended nothing,73
cyclist called pretended,73
mask daldesignnz covid19,73
member tony tenpenny,72
13k deaths date,72
distancing 13k deaths,72
happened threw party,72
feet away shows,72
accountable 200000 coronavirus,72
gop candidate contracts,72
ever happened threw,72
memes facebook died,72
biden always wearing,72
covid 19 viral,72
covid take covid,72
social distancing 13k,72
candidate contracts covid,72
wearing biggest mask,72
republican posted anti,72
pandemic civic duty,71
this politics doctor,71
covid 19 really,71
canadians say wearing,71
cheeto finally jungkook,71
trump made fun,71
covid 19 infected,71
council member tony,71
irresponsible mask removal,71
fauci staffer retire,71
loving republican posted,71
12 year old,71
wife tested positive,71
anyone refusing wear,71
mild covid 19,70
covid 19 let,70
hicks tested positive,70
covid 19 get,70
trump loving republican,70
related covid 19,70
taking face mask,70
coronavirus pandemic civic,70
news coronavirus man,70
walked white house,70
hope hicks tested,70
must accountable 200000,70
victims punishment east,70
protect dc wear,69
times new attitudeswe,69
died complications resulting,69
oxygen level virus,69
