gram,counts
rates,1742
south,1740
years,1730
socialdistancing,1717
absolutely,1708
everything,1679
especially,1635
across,1634
experts,1614
store,1602
shut,1587
joe,1577
loved,1562
increase,1554
republicans,1548
counties,1546
orders,1542
kill,1541
florida,1538
governors,1529
hey,1528
symptoms,1513
national,1497
find,1472
wait,1467
problem,1450
99,1439
went,1434
danish,1427
ago,1422
season,1420
wearers,1410
police,1405
thought,1395
check,1392
yesterday,1385
fine,1382
super,1353
media,1328
giuliani,1311
response,1306
fear,1305
rallies,1284
record,1267
china,1266
force,1259
rudy,1235
restaurants,1229
works,1227
wearer,1224
limit,1218
video,1214
guess,1212
particularly,1197
alberta,1191
found,1191
gt,1170
called,1165
wave,1150
covid_19,1150
needed,1146
staying,1116
learn,1108
telling,1105
line,1088
often,1078
serious,1067
normal,1061
likely,1059
cnn,1059
arbitrary,1046
kansas,1041
men,1038
rising,1036
try,1018
north,1013
economy,1003
second,998
idiots,991
finally,989
utah,988
surgical,967
soon,941
studies,941
reported,936
group,930
truth,903
nurses,901
keeping,900
holidays,893
though,882
wears,880
law,871
means,862
leave,860
enforce,859
deadly,854
elect,850
california,845
seeing,842
calls,842
visit,833
ok,832
50,828
sad,822
killing,816
amid,791
gathering,779
updates,778
money,778
apart,768
crowds,762
research,757
top,755
gets,744
saw,744
refusing,733
positivity,730
either,724
officials,722
personal,702
guidance,698
dangerous,694
wants,682
require,679
thousands,679
families,674
members,670
alone,668
probably,663
iowa,659
act,652
issues,651
necessary,651
citizens,650
events,649
bars,649
supporters,647
duty,642
bc,640
guy,636
unless,636
70,631
patriotic,628
responsible,625
policy,622
universal,616
crisis,615
matter,612
leadership,612
resisted,606
winter,596
caring,594
task,592
system,582
humanity,582
cure,580
mine,580
rudygiuliani,579
senate,575
administration,575
sale,568
office,567
students,567
difference,562
team,555
rally,554
throw,549
delhi,549
idiot,548
refused,548
protocols,546
apparently,546
whole,540
everywhere,535
asked,529
bill,523
human,523
wonder,520
fox,518
post,516
service,506
hospitalizations,505
worst,503
urges,503
protects,496
nation,495
different,494
covidー19,489
able,487
clear,483
ass,476
killed,474
pfizer,472
maga,470
campaign,467
finds,466
fake,465
12,464
course,462
started,462
ohio,462
95,461
change,460
asking,451
trial,450
parties,450
tedcruz,448
event,446
december,430
except,430
spreader,430
chief,430
seems,428
droplets,423
immunity,416
paul,414
report,412
emergency,408
temple,404
democrats,404
rand,404
frequently,400
rudolph,399
icu,399
guys,398
donald,397
obituary,393
false,392
sanitizer,389
gon,388
texas,386
rights,383
latest,383
christmas2020,383
15,382
groups,380
population,379
thread,377
zazzle,376
total,376
leaders,375
true,375
spike,373
whether,369
cdcgov,364
significant,364
forget,359
cold,358
survivors,356
friday,350
mtgreenee,347
head,345
floor,343
nye,341
useless,340
shutdowns,339
wish,338
hell,336
kamalaharris,335
provide,334
scientific,332
license,332
room,328
lies,328
update,326
scientists,325
red,325
carson,322
desantis,319
comes,318
kills,318
highest,317
oregon,311
night,309
ben,308
behavior,305
took,303
viruses,303
foxnews,298
rest,295
monday,295
advises,295
compliance,294
costco,294
in,293
erectile,293
negative,292
commit,290
remove,289
closed,287
essential,283
woman,279
michigan,277
wegmans,274
statement,273
dysfunction,272
past,272
self,269
wholesale,268
250,267
hours,264
reynolds,264
suspended,263
literally,263
senator,262
breaking,261
asks,261
prevention,260
article,259
ceo,256
hear,255
set,254
nurse,254
tuesday,251
wednesday,250
buy,248
catch,247
no,247
stopped,246
late,245
happy,244
govkristinoem,244
restaurant,243
randomized,239
residents,236
single,235
sound,235
information,233
short,233
longer,233
nov,233
curfew,232
based,232
plans,231
hit,231
break,229
youtube,228
gavinnewsom,228
protecting,227
germany,226
published,225
seconds,223
surges,223
increasing,221
angamizacoronamachakos,220
georgia,220
gather,219
according,219
kim,217
immune,216
newsom,214
rs,214
choice,213
virologist,212
issued,210
wyoming,210
meet,209
employees,209
begins,209
ger,209
nationwide,208
gross,208
rt,206
all,204
researcher,204
researchers,204
talk,203
14,203
dansullivan_ak,203
hindshaw,202
misshandling,202
share,201
statistically,201
clearly,201
in10,200
simply,200
acts,200
shields,199
unnecessary,197
jr,196
november,194
grassley,193
explained,193
results,193
ineffective,193
harmful,192
award,191
canada,191
story,191
nypost,190
chuckgrassley,189
scientist,189
overcome,189
biochemist,188
triggernometry,188
innovation,188
father,188
victim,187
offer,187
mandated,186
crowd,186
slams,186
dick,185
covidvaccine,183
effectiveness,183
sherrodbrown,183
areas,183
celebrate,180
gujarat,179
wearmaskprotectlife,179
shopping,179
30,179
spiking,179
household,177
hearing,177
avoided,177
attended,177
records,175
hygiene,174
meeting,174
putting,174
masker,174
conditions,173
sars,173
homes,171
coz,171
protective,165
spaces,165
ed,164
millions,164
half,164
usage,163
thursday,163
euamrefoncovid19ke,163
capacity,163
yahoo,163
dec,162
yednoncovid19,161
exposed,160
worry,160
moment,160
allow,160
vaccinated,159
sen,159
yednetworkke,159
500,158
breath,158
preventing,157
however,157
month,156
massive,155
eat,155
main,154
middle,154
info,154
87,154
three,153
ted,152
changes,152
son,152
piece,152
denmark,152
pcr,151
secret,150
stem,150
brain,148
sweden,147
complete,147
mostly,147
amref_kenya,146
llcoolj,146
hikers,145
enacts,145
customers,145
praises,145
survival,143
shoppers,142
mouthwash,142
york,142
mayor,142
considerably,142
minister,141
loeffler,140
protest,140
vibrational,140
positives,139
frequencies,139
responsibility,138
opted,138
ice,138
massachusetts,137
war,136
fellow,136
reverses,135
space,135
refuses,134
caught,134
powerful,133
stopping,132
herbert,132
size,132
murphy,132
ban,132
euinkenya,132
general,132
reindeer,131
mark,131
irresponsibility,131
gloves,131
canadian,129
deniers,129
appeal,128
rename,128
cruz,128
24,127
relief,127
kind,127
wake,127
dewine,126
oppressive,126
contamination,126
everybody,125
chuck,125
consistently,125
term,125
sports,125
views,125
list,125
beds,124
contributor,124
telangana,124
brown,124
reasonably,123
pass,123
contracted,123
underestimating,123
forced,123
grocery,122
asymptomatic,122
cities,122
early,122
attention,122
shot,121
age,121
arizona,121
trump19,121
shop,121
90,121
chance,120
lol,120
ellis,120
advice,120
proper,119
nowthisnews,119
friend,119
weapon,118
taboo,118
none,118
sensherrodbrown,118
pushed,117
scott,117
debate,117
sorry,117
came,116
kelly,115
treatment,114
spree,114
senators,114
bolsonaro,114
implores,113
covidsecondwave,113
court,113
covering,112
edmonton,112
pay,112
fill,111
erupt,111
wh,111
knowledge,111
benefit,111
speaks,111
brazil,110
knew,110
why,110
left,110
water,109
tiktok,109
accused,109
black,108
eating,108
at,108
market,108
play,108
rick,107
suggest,107
plus,107
billnye,107
2000,107
dc,106
extending,106
drop,106
publix,105
ventilation,105
pushing,104
bet,104
agree,104
covid19vaccine,104
yeah,104
resistance,104
front,104
cover,104
meadows,103
ron,103
body,103
insane,103
blogger,103
rejects,103
clinical,102
vaccinations,102
learned,102
shield,102
effect,102
worked,101
dropping,101
govrondesantis,101
outbreak,101
elonmusk,101
style,101
controlled,100
looking,100
enforcement,100
progress,100
looks,100
disparaged,100
pennsylvania,100
atlas,99
zero,99
imposing,99
limited,99
vulnerable,98
surgeon,98
luxurious,98
analyst,98
soar,98
companies,97
behind,97
japan,96
jenna,96
arvindkejriwal,96
condition,96
noem,96
govmikedewine,96
board,95
dougducey,95
asshole,94
up,94
updated,94
sunday,94
failed,94
later,94
iu,94
double,94
recovered,93
tour,93
netherlands,93
smartnews,93
insufficient,92
explosion,92
sullivan,92
iwearamaskbecause,91
politicians,91
contagion,91
soap,91
lt,91
virtual,91
accessories,91
updating,90
victoria,90
uncover,90
yedncovid19training,90
trust,89
poor,89
increased,89
centres,88
gary,87
widow,87
dudes,87
province,86
food,86
consequence,86
mainstream,86
united,86
fights,85
wedding,85
ina,85
weather,85
advisory,84
yen,84
amazing,84
affect,84
sentedcruz,84
45,83
jim_jordan,83
requires,83
spits,83
vaccination,82
nearly,82
regional,82
17,82
donaldjtrumpjr,81
compulsory,81
declares,81
requiring,80
thankful,80
40,80
eyes,80
govherbert,80
amyklobuchar,80
antiviral,79
happened,79
doubt,79
step,79
legal,78
viral,78
building,78
secretary,78
young,78
taken,78
centers,78
trumper,78
mastriano,77
dining,77
conspiracies,77
invents,77
washington,76
stupidity,76
senrickscott,76
ignoring,75
coating,75
kayleighmcenany,75
concern,75
driver,74
nfl,74
coronavaccine,74
helmet,74
streets,74
suddenly,73
forever,73
watching,73
nj,73
sets,73
click,73
dark,72
jennaellisesq,72
mcconnell,72
significantly,72
male,71
four,71
coronavirusvaccine,71
ignorant,71
ultimate,71
desperately,71
mind,71
overdo,71
announces,70
picture,70
safest,70
premium,69
leftists,69
salt,69
constantly,69
reports,69
takes,69
stores,69
combat,68
gyms,68
remain,68
women,68
diwali,67
kept,67
nygovcuomo,67
superspreader,67
270,67
met,67
blackfriday,67
promotes,67
wide,67
suffering,67
enforcing,67
hospitalized,67
manage,67
thomaskaine5,67
among,67
surgery,67
facebook,66
limp,66
ur,66
cokestudio2020,66
ready,66
sees,66
85,66
redbubble,66
contestalert,66
pro,66
survive,66
dumbass,66
deal,65
deadliest,65
example,65
phc,65
norms,65
roads,64
fighting,64
attacked,64
solution,64
covid__19,64
idea,64
critical,64
explain,64
ghmc,64
kcr,64
cooper,64
lie,64
mike,63
coated,63
infra,63
mocked,63
higher,62
walking,62
reduced,62
xmas,62
catching,62
church,62
sycophants,62
thehill,62
cheering,62
religious,61
abroad,61
inconvenient,61
breathing,61
lied,61
you,61
threats,61
interrupted,61
cheered,61
clinic,60
related,60
veterans,60
trumpvirus,60
allowed,60
seat,60
dumb,60
overcrowding,59
quotes,59
wearadamnmask,59
tells,59
chocolate,59
23,59
happen,58
notable,58
oklahoma,58
respect,58
average,58
65,57
dinner,57
harder,57
plea,57
oxygen,57
entire,56
repeatedly,56
ttc,56
numerous,56
conservatives,56
flags,56
pearl,55
sc,55
enemy,55
blue,55
tops,55
special,55
message,54
funny,54
india,54
protesting,53
jon,53
questioning,53
fines,53
warns,52
cpc,52
global,52
balked,51
blame,51
sloan,51
majority,51
poilievre,51
conservativeslieaboutcovid,51
namely,51
low,51
allision,51
toole,51
prevents,50
living,50
enter,50
ends,50
dont,49
recommends,49
professor,49
reckless,49
sanitize,49
believer,49
hc,49
10k,48
continues,48
gettysburg,48
refusemasks,47
gordon,47
5k,47
banmasks,47
vitd,47
mg,47
vitc,47
vita,47
deathtomasks,47
1k,47
helped,46
february,46
awareness,46
weird,46
goes,46
covidiot,46
morning,45
santa,45
toll,44
bus,44
broncos,44
savelife,43
author,43
unite2fightcorona,43
site,43
onein18,43
battling,43
450,43
reach,43
fashion,43
givingtuesday,43
realize,43
nano,43
adjustment,43
elixir,42
worried,42
meditationhall,42
socialdistance,42
organic,42
calgary,41
scotus,41
scarves,41
bandanas,41
crazy,41
google,40
toronto,40
proof,40
protestors,40
gone,40
forfeit,39
citation,39
pakistan,39
closing,39
game,39
fined,38
saints,38
basically,38
hug,38
facecoverings,37
thanksgiving2020,37
supporting,36
deaf,36
13,36
etsy,36
cbc,35
responsibly,35
lock,35
antimaskers,35
newsmax,34
correctly,34
avoiding,33
