gram,counts
mask,149326
covid,80659
19,73108
wear,41462
coronavirus,40098
trump,38224
wearing,36676
people,19282
masks,18921
president,16176
virus,14812
amp,14684
face,14679
house,13809
via,13624
white,13522
stop,12950
social,11708
say,11467
hospital,10530
distancing,10049
get,9686
removes,9148
covid19,9042
spread,8988
realdonaldtrump,8855
watch,8814
return,8664
upon,8567
one,8415
limit,8358
aides,8285
recovers,8235
quicktake,8234
opt,8232
unsure,8229
movements,8229
reply,8228
notifications,8226
like,8116
still,7605
positive,7522
cases,7087
us,7035
protect,6605
biden,6485
without,6439
would,6428
pandemic,5877
distance,5831
hands,5810
corona,5678
mandate,5649
even,5598
work,5507
public,5466
others,5340
new,5263
please,5252
keep,5135
take,5131
health,5008
mandatory,4998
stay,4974
know,4800
help,4738
time,4649
need,4609
everyone,4548
anti,4538
said,4532
go,4491
tested,4463
safe,4450
think,4402
could,4341
wash,4322
spain,4314
around,4219
got,4175
make,4126
many,4019
nothing,3925
infected,3862
news,3857
covid_19,3818
says,3730
lockdown,3725
must,3717
re,3689
000,3643
also,3631
going,3608
see,3604
may,3591
cdc,3551
care,3513
restrictions,3477
use,3462
died,3436
getting,3368
want,3350
right,3242
let,3242
vaccine,3224
good,3184
despite,3156
flu,3116
home,3103
americans,3071
test,3060
family,3048
back,3016
deaths,2962
way,2952
well,2885
put,2823
lives,2822
day,2791
hoax,2779
september,2778
first,2768
sick,2741
hand,2724
prevent,2687
person,2670
outdoors,2653
spanish,2652
really,2620
debate,2607
risk,2593
strict,2590
science,2588
donald,2577
medical,2574
days,2532
anyone,2526
wore,2517
today,2480
away,2460
rules,2435
hope,2403
washing,2402
worn,2384
someone,2340
follow,2336
quarantine,2329
wearamask,2313
months,2305
made,2304
man,2304
boris,2291
much,2287
doctor,2286
every,2267
pence,2254
state,2229
achieve,2227
mandates,2211
never,2203
life,2184
avoid,2136
since,2136
look,2132
testing,2107
better,2043
real,2030
remember,2027
thing,2025
believe,2009
joe,2000
world,1955
america,1950
nose,1946
facemask,1924
dies,1917
joebiden,1914
less,1911
protection,1910
tell,1890
spreading,1873
country,1872
yet,1860
taking,1857
last,1854
told,1837
weeks,1818
due,1817
damn,1815
always,1813
stupid,1794
knew,1770
sure,1764
death,1750
rally,1746
indoors,1738
best,1726
saying,1723
dr,1720
ve,1714
times,1711
save,1710
safety,1706
rallies,1705
die,1691
rose,1677
wo,1675
ca,1666
vote,1657
wears,1652
states,1634
guidelines,1629
continue,1625
tests,1603
another,1602
infection,1600
dead,1538
year,1532
staff,1529
deadly,1527
maybe,1526
week,1521
two,1520
air,1517
come,1517
national,1516
together,1513
live,1497
might,1486
part,1475
american,1462
disease,1460
fight,1447
learn,1442
2020,1440
gop,1434
important,1427
slow,1427
200,1409
contact,1398
effective,1388
caught,1386
100,1379
seriously,1379
inside,1370
symptoms,1369
cloth,1361
feet,1356
least,1353
school,1351
free,1339
google,1336
outside,1334
enough,1331
governor,1324
practice,1318
supporters,1317
feel,1312
yes,1310
number,1305
wh,1304
mouth,1294
fucking,1287
refused,1280
read,1275
big,1272
ever,1268
high,1259
show,1253
cnn,1252
flotus,1249
old,1237
professional,1232
mocking,1229
government,1219
defeated,1215
hoping,1213
ushoparea,1208
channel,1200
close,1184
contagious,1183
county,1165
10,1165
sharply,1162
making,1160
transmission,1159
especially,1155
next,1144
great,1137
order,1132
simple,1128
measures,1125
give,1123
potus,1119
media,1111
took,1107
fact,1106
skyrocketed,1103
using,1096
instead,1090
pastor,1089
reduce,1084
far,1084
lady,1079
n95,1077
makes,1077
sign,1075
bad,1073
case,1053
seen,1051
control,1051
experts,1043
actually,1036
point,1030
absolutely,1030
long,1027
video,1024
political,1021
campaign,1019
fauci,1018
called,1016
else,1010
uk,996
went,995
place,991
airborne,990
china,987
needs,983
serious,973
community,966
god,965
following,963
non,957
already,953
oh,947
children,941
contracted,939
evidence,939
required,936
end,936
facemasks,933
diagnosis,929
something,925
graves,922
comfortable,916
throughout,915
done,913
force,912
dig,909
including,901
gov,894
love,892
mutation,888
early,882
fun,881
city,879
hard,879
anything,876
event,869
na,867
covering,866
things,863
lost,862
precautions,858
trumphascovid,853
check,852
open,846
mocked,843
physical,842
worse,842
chris,839
exposed,838
maskup,835
little,831
victims,828
wife,827
rate,827
ll,817
refuse,817
study,816
pro,812
fda,811
approved,809
kids,806
dangerous,806
doctors,801
possible,799
breathing,795
searches,792
recommends,782
gets,782
extremely,778
catch,777
forced,774
support,773
negative,768
self,765
reason,764
wrong,762
purchase,761
trying,754
super,744
plan,741
immunity,741
covid__19,740
cause,731
properly,730
usa,726
recommend,721
redfield,721
police,713
guy,709
full,708
shit,704
large,702
idaho,702
maga,695
daily,693
understand,692
mean,690
lot,690
local,689
listen,685
no,682
friends,682
staysafe,681
refusing,676
fines,673
socially,673
leader,672
shield,672
ask,672
response,667
25,665
the,665
melania,662
million,659
fox,659
find,654
lawmaker,651
republicans,650
ppe,648
fear,646
used,645
republican,642
bypass,637
droplets,630
karma,628
healthy,628
20,626
sanitizer,624
takes,619
hicks,611
common,610
thank,610
probably,610
director,609
fine,607
call,607
karen,605
cover,600
start,597
team,597
evolving,597
fake,594
28,594
shows,591
thought,590
florida,584
red,579
surgical,579
visit,576
kill,574
likely,572
cain,567
recovery,566
sorry,563
walter,562
reed,560
head,558
eyes,557
example,555
texas,554
idiot,553
wish,552
wallace,548
infections,547
note,547
numbers,545
etc,542
schools,538
gt,536
friend,536
law,535
europe,532
viruses,530
followers,529
herman,525
search,525
task,514
conjunctivitis,506
hospitalized,506
post,504
press,500
coverings,496
professionals,496
often,492
she,489
everything,488
removing,487
india,486
ones,483
photo,477
issue,477
maintain,475
students,472
democrats,469
finally,458
apart,455
mike,452
telling,450
particles,449
ignorance,449
rise,449
responsible,448
body,446
claims,445
it,444
party,443
asked,442
icu,442
refuses,441
matter,441
spreader,440
left,439
contracting,439
lies,434
update,434
mr,434
working,434
buy,431
prayed,431
indonesians,429
irresponsible,427
coughing,426
intensive,425
catching,425
johnson,424
huffpostpol,422
guess,421
ago,419
patient,418
removed,417
afraid,416
smoke,416
wants,415
night,415
announced,411
thousands,411
fuck,411
workers,409
forget,408
dying,406
discouraged,406
joke,405
administration,403
prop,403
found,402
statewide,401
sense,400
highly,395
means,394
dame,393
mcenany,392
change,392
years,390
notre,387
obey,386
my,385
noted,381
goes,381
though,381
presidential,380
lied,379
smart,377
talking,377
buying,375
breathe,372
ass,372
ordinary,369
available,367
immediately,366
balcony,366
places,361
19as,361
hungry,360
economy,360
shinigami,357
manga,357
deathnote,357
indoor,357
room,357
ryuk,357
kira,357
events,356
hours,354
missouri,352
link,348
game,343
infectious,342
dumb,341
30,341
patients,341
information,341
normal,340
office,339
immune,339
robert,338
among,337
particularly,337
downplayed,337
killed,336
711,336
028,336
185,336
ppl,332
folks,328
unite2fightcorona,327
monday,327
advice,325
selfish,325
false,324
leave,324
second,323
garden,323
service,323
reporters,320
neg,320
message,319
store,318
arrogance,318
abbott,317
51,317
disturbed,316
almost,314
shop,313
attend,313
top,311
walking,311
coming,311
officials,310
treatment,309
kayleigh,309
wisconsin,307
action,305
smartnews,304
kamalaharris,301
nypost,301
chief,300
scientists,298
infect,298
spreads,297
york,297
question,295
knowing,294
returns,292
biggest,290
wait,290
wonder,290
politics,289
indonesia,288
adviser,288
job,287
heard,284
gatherings,283
reckless,282
seems,281
diagnosed,281
poorer,280
month,277
comes,276
football,275
arbitrary,274
outbreak,272
isolate,269
studies,268
lying,267
alive,266
hey,265
wan,265
socialdistancing,264
attendees,264
hold,262
viral,261
level,261
per,257
protocols,257
reminder,256
pray,256
woman,256
taken,256
february,256
become,256
attending,255
