gram,counts
hoax,1983
simple,1983
government,1980
love,1979
hard,1975
case,1968
refuse,1967
least,1966
making,1950
give,1932
long,1916
yes,1911
wears,1893
things,1881
always,1875
number,1875
vaccine,1870
healthy,1869
enough,1867
week,1866
hope,1862
reason,1860
socialdistancing,1853
nothing,1842
taking,1837
makes,1821
ve,1817
20,1815
infection,1811
high,1789
times,1782
maybe,1762
guidelines,1743
ll,1741
something,1741
told,1737
friends,1732
fact,1728
fauci,1723
experts,1719
symptoms,1717
shows,1713
next,1709
rise,1705
washing,1696
air,1683
actually,1679
issue,1673
bad,1664
kill,1664
little,1657
economy,1654
using,1651
na,1648
facemasks,1643
else,1637
big,1635
trying,1634
control,1618
rate,1617
spike,1614
possible,1614
great,1605
feet,1601
patients,1600
old,1596
business,1591
covid__19,1589
2020,1587
biden,1586
understand,1584
mouth,1583
american,1583
local,1582
seriously,1562
close,1561
places,1558
place,1541
problem,1537
needs,1527
breathe,1525
arizona,1517
requirement,1509
done,1506
year,1497
non,1496
selfish,1495
droplets,1489
cnn,1483
10,1465
went,1465
breathing,1460
instead,1460
lot,1453
ones,1450
ask,1434
thank,1431
pence,1429
gop,1417
dying,1413
god,1412
point,1411
july,1406
national,1401
require,1398
already,1392
start,1388
daily,1378
fuck,1373
surge,1371
white,1366
together,1362
law,1354
staysafe,1351
black,1346
example,1346
california,1345
lockdown,1332
article,1330
shit,1326
contact,1306
far,1304
sign,1296
wrong,1288
usa,1279
fine,1279
measures,1276
issues,1275
find,1258
support,1251
maskup,1248
infections,1240
workers,1236
widespread,1231
learn,1215
residents,1202
protects,1194
june,1193
cause,1189
inside,1177
dead,1170
police,1164
policy,1162
doctors,1161
freedom,1159
physical,1156
statewide,1151
mean,1147
sense,1145
large,1141
waves,1141
seen,1139
oh,1136
customers,1136
increase,1121
full,1119
shop,1115
check,1115
officials,1110
folks,1107
woman,1103
refusing,1101
refused,1101
ever,1094
serious,1090
evidence,1087
matter,1083
respect,1080
maintain,1076
found,1074
ppl,1071
vp,1057
mayor,1044
covidー19,1040
ago,1038
catch,1037
floor,1033
abbott,1027
tulsa,1002
wearadamnmask,991
mandates,990
asymptomatic,988
especially,984
common,982
coming,981
end,979
worn,969
watch,967
precautions,963
ppe,961
anything,956
asked,941
including,938
following,938
coverings,931
cover,924
enforce,920
probably,917
forget,914
etc,910
everything,906
likely,903
doctor,897
quarantine,882
record,877
across,873
gets,871
staff,870
leave,870
bolsonaro,865
helps,857
thanks,851
surgical,844
orders,843
counties,843
research,838
requirements,837
force,836
video,828
working,828
available,826
gloves,819
requiring,819
ass,816
means,815
become,814
putting,811
rule,809
amid,803
called,799
small,789
congressman,777
yesterday,776
kind,775
share,774
though,769
self,768
countries,760
visit,743
hey,741
try,736
thought,734
gon,728
the,726
ok,715
third,714
listen,709
protests,709
republicans,708
crush,700
smart,698
normal,697
kids,696
seeing,694
properly,690
tom,686
cain,683
reopening,682
apart,673
guy,666
dangerous,664
worse,664
gold,656
brazil,654
sanitizer,645
weekend,642
response,640
rallies,639
hotspot,638
it,633
fear,628
vote,625
used,625
gavinnewsom,619
tests,619
according,618
china,612
50,600
head,597
young,596
different,584
washington,582
population,580
data,578
whole,577
fake,571
party,571
protecting,570
rising,568
newsom,567
call,562
lost,559
indoor,558
herman,555
announces,553
guidance,545
million,545
gone,545
men,536
hours,536
link,529
single,526
unless,523
soon,523
meeting,518
respiratory,517
system,509
idiot,502
idiots,501
airborne,497
south,496
job,489
guess,485
filter,482
refuses,481
task,478
gatherings,476
goes,476
caught,472
children,466
walk,464
goldman,462
years,457
beach,456
employees,452
maga,451
pass,449
advice,449
sachs,447
rights,443
act,442
airlines,442
top,439
per,438
gt,436
oxygen,420
leaders,418
protest,417
school,416
coronaviruspandemic,414
asking,413
question,413
donald,407
reopen,407
thousands,406
wants,406
set,406
preventing,403
media,400
outbreak,400
bars,400
telling,398
sheriff,397
judge,397
4th,393
citizens,393
angry,393
human,388
sfgate,387
flattenthecurve,386
campaign,385
policies,383
hanks,383
service,382
hospitals,377
erupt,377
post,376
updates,375
particles,375
spaces,372
greg,371
reuters,370
studies,368
story,367
choice,361
effect,361
lead,349
stayhome,347
wait,346
orange,346
thehermancain,343
united,341
idea,340
cards,340
covidiots,338
washable,338
rice,336
able,334
true,332
reminder,331
rather,331
took,330
information,329
shut,329
several,329
happen,328
line,328
deadly,324
immune,323
guys,322
either,320
three,320
friday,320
capitol,319
travel,319
faces,315
oregon,314
announced,314
leadership,312
looks,309
dont,306
scientists,306
lone,305
insider,305
ranger,304
chance,301
update,297
eyes,295
responsible,294
letitiamontana,292
carolina,291
hospitalized,290
karen,289
literally,287
comes,287
reported,287
india,287
indian,283
99,282
killing,280
catching,277
summer,277
seems,276
attending,273
helmet,272
microns,272
calls,269
cities,266
reusable,264
whether,264
researchers,263
hit,263
staying,263
sorry,261
cheney,261
dick,261
aubrey_huff,259
jair,258
joke,257
works,257
latest,256
govabbott,255
30,255
protesters,253
early,253
mind,252
clear,249
universal,249
changed,246
texans,244
friend,244
ordinance,243
math,243
finds,243
gas,241
falling,241
monday,239
happy,238
contracting,236
realmenwearmasks,236
size,234
almost,234
saw,233
impact,231
posted,231
buy,230
color,230
picture,228
driving,227
personal,227
breaking,227
and,226
exactly,225
cotton,224
despite,224
currently,224
issued,224
disposable,223
york,223
former,223
members,222
socially,222
cold,222
daughter,222
expert,221
wearers,219
crusade,218
crowds,216
deal,215
confirmed,215
indoors,214
ducey,214
low,212
ways,212
general,212
fox,211
bite,210
supporters,210
etsy,210
enforcement,210
behind,209
japanese,209
wish,209
north,206
event,204
twitter,202
trumpsgraveyard,201
greater,201
claims,200
online,199
transport,199
fewer,197
total,196
celebrate,196
33,195
masksforsale,193
healthcare,193
dumb,193
passenger,192
nick,191
worth,191
grocery,190
body,190
infect,188
change,187
stores,184
ear,184
came,184
starting,184
future,184
180,183
vegas,183
group,182
joebiden,181
step,181
october,180
asthma,180
maskssavelives,180
phase,180
dougducey,179
waiver,179
statement,179
holiday,178
safely,177
tells,176
removed,176
faster,176
las,172
tips,172
mike,171
kansas,171
opinion,170
often,170
print,169
careful,168
added,167
shield,167
forecast,166
nearly,165
proceeds,165
decision,164
rates,164
responsibility,164
donated,163
breath,163
designs,163
schools,162
mostly,162
stickers,160
nobody,160
lockdowns,159
prints,159
shopping,159
resistance,158
startup,158
mug,158
movement,158
visualization,157
viruses,157
500,157
ward,157
vs,156
inventor,156
defeating,156
founder,156
cuomo,156
six,156
students,156
shame,156
shared,155
connected,155
clean,155
attended,155
amc,155
cordero,154
2nd,154
reelection,154
haunt,152
mitchellvii,152
loved,152
costco,150
cv19,150
uni,150
sex,149
bid,149
facebook,149
bern,149
plan,149
immunology,149
imaskupforyoudoitforme,149
gives,149
beda,148
stadler,148
zazzle,147
fighting,147
inst,147
leader,147
reveals,146
global,146
ohio,146
retired,145
hi,145
alone,144
don,144
micron,144
limit,143
pune,142
hong,142
highest,142
problems,141
late,140
restaurants,140
facts,140
kong,139
to,139
brazilian,139
needed,139
ts,139
hate,139
tuesday,137
talk,136
amctheatres,136
keeping,136
halt,135
opening,133
worst,133
starbucks,133
begins,133
crowded,132
convention,132
barista,132
exempt,131
area,130
mayors,130
heat,130
sue,130
brandonstraka,128
threat,128
40,128
all,128
neighbor,128
reporters,127
0752,126
hygiene,126
jacksonville,125
proper,124
4thofjuly,122
closed,122
hot,122
15,122
left,122
rest,122
april,122
pelosi,122
briefing,121
later,121
angeles,121
choose,121
wonder,121
protective,120
los,120
dallas,120
huge,119
creates,119
gdp,119
41,119
disappear,118
car,117
thinks,117
beaches,117
looked,116
holding,116
pocket,115
passengers,114
wife,114
elastic,114
families,114
racist,114
wire,113
jr,113
cooper,113
thursday,112
profiling,111
fourth,111
wednesday,110
you,110
jersey,108
view,108
atlanta,108
concerns,108
exempts,108
son,108
racial,108
95,107
thinking,107
nation,107
phone,107
palm,107
production,106
facemasksforsale,106
baby,105
inslee,105
loops,105
child,105
girlfriend,105
growth,105
senatemajldr,105
talking,104
facial,104
kn95,103
joe,103
rs,103
course,103
homemade,103
protesting,103
lakh,102
smartnews,102
break,102
okay,101
odds,101
plans,101
outbreaks,100
houston,100
potus,100
shore,100
finally,99
sunday,98
price,98
rexchapman,97
dewine,97
12,97
exemption,97
symbolic,97
hear,96
led,96
ordered,96
ventilator,95
immunity,94
guilfoyle,94
disaster,94
11,94
suggests,94
mike_pence,94
team,93
ur,93
asap,93
drunk,93
phoenix,93
heightened,93
increasing,93
rescinds,92
flight,92
forced,92
message,91
19link,91
model,91
kimberly,91
hell,91
checked,90
easy,90
handmade,90
clearly,90
changes,89
no,89
lol,88
oklahoma,88
march,88
federal,87
maskon,87
leading,87
november,87
msnbc,87
israeli,86
broadway,85
water,85
activities,85
council,85
lower,84
front,84
harris,83
spikes,83
critical,82
tomorrow,82
6ft,82
rep,82
records,82
sheep,82
swabs,82
walmart,81
89,81
reptomrice,81
babies,81
maskupamerica,81
forcing,81
amazon,80
tans,80
office,79
fix,79
coughs,79
likes,79
25,79
recent,79
longer,79
chlorine,79
touching,78
apple,78
usage,78
hospitalizations,78
funny,77
strongly,77
lung,77
45,77
types,77
epidemic,77
crazy,77
masks4all,76
tune,76
fabric,76
infectious,76
bbc,75
exposed,75
donaldjtrumpjr,75
responds,74
maskers,74
casino,74
risks,74
bc,74
rare,74
purchase,73
provide,73
turning,73
fashion,72
sad,72
diseases,72
pakistantacklescorona,71
admitted,71
developments,71
motivation,71
insurance,71
worry,71
com,71
stops,71
regulators,70
97,70
allow,70
lowers,69
sight,69
fun,69
govmurphy,69
theater,69
holocaust,69
routine,68
moron,68
mattgaetz,68
warns,68
floral,68
reduced,67
useless,67
manufacturer,67
desantis,67
mr,67
fired,67
californians,66
flirting,66
factory,66
wide,66
l_a_baker,66
la,66
movie,65
tighten,65
outdoors,65
money,65
newspaper,65
whitehouse,65
fan,65
word,64
208,64
nygovcuomo,64
sacramento,64
necessary,64
reporter,63
ensure,63
rushmore,63
major,63
continues,63
takes,63
govsisolak,63
options,63
scientific,63
cleaning,62
rubio,62
pose,62
visitors,62
pretty,62
nc,62
sizes,62
july4th2020,62
citizen,62
complications,62
wh,62
history,62
staffers,61
photo,61
savehumanity,61
backtracks,61
karens,61
contract,60
danger,60
businessinsider,60
gavin,60
increases,60
democrats,60
bizarro,60
texastribune,60
started,60
abc,60
weekendvibes,59
soft,59
bar,59
women,59
drug,59
nyc,59
rt,59
removes,59
treatment,59
masking,58
church,58
17,58
arena,58
agent,58
sheriffs,58
bendable,58
2layer,58
governments,58
killed,58
variety,58
figure,58
surges,58
herd,57
smaller,57
stopped,57
father,57
thursdaymorning,57
uk,57
dies,57
huff,56
based,56
surgeon,56
actor,56
131,56
tribune,56
franklin_graham,56
14,56
2019,55
vice,55
carry,55
tantrums,55
lucky,55
enforces,55
schoolsreopening,55
confrontation,55
downplayed,55
debate,55
24,54
shaming,54
threw,54
sale,54
wednesdaywisdom,54
cbs12,54
mental,54
pattern,54
comrade,54
independence,54
vogue,54
controversy,54
society,54
dad,54
predicts,53
usatoday,53
antibodies,53
considering,53
donate,53
aubrey,53
ignorant,53
nurse,53
rear,53
mirror,53
layer,53
cartoon,52
mandatorymasks,52
16,52
kens,52
americanair,52
mandatemasks,52
govinslee,52
acosta,52
pleated,52
sea,51
disapproval,51
promise,51
illness,51
age,51
maskshop,51
petition,51
italy,51
hardly,51
korea,51
politics,51
press,51
banned,51
decrease,50
hiv,50
urges,50
cells,50
miami,50
yale,50
kingston,50
floridacoronavirus,50
lab,50
steps,50
respectforall,50
results,50
theaters,49
signal,49
charm,49
charger,49
success,49
weighs,49
dismisses,49
recently,49
ivankatrump,49
filtering,49
requires,49
maine,49
association,49
maintaining,48
finallevel,48
relevant,48
power,48
sntz050305,48
bsfwho_campaign,48
murphy,48
bruce,48
encourage,48
susceptible,48
equates,47
depot,47
official,47
recommendations,47
changing,47
lack,47
thoroughly,47
metre,47
program,47
workgroup,47
presssec,47
agree,47
airline,47
foxnews,47
leronlimab,47
past,46
judgejeanine,46
sonovia,46
coordinate,46
allowing,46
springsteen,46
bring,46
dramatically,46
reluctance,46
explains,46
explain,46
clinic,46
resignation,46
handsfrequently,45
expects,45
outdoor,45
easiest,45
stringent,45
entire,45
nancy,45
persons,45
finger,45
market,45
toronto,45
crowd,45
trumpvirus,44
maker,44
combined,44
suicidal,44
showing,44
oc,44
allowed,44
looking,44
setting,44
nicu,43
wtp__2020,43
lungs,43
wtp357,43
multiple,43
morning,43
wtp2020,43
encourages,43
spreadlet,43
scenarios,43
effectiveness,43
peace,43
run,43
soap,43
businessman,43
bluevision2020,43
foreseeable,43
glasses,43
unknowingly,43
situation,42
schwarzenegger,42
settings,42
return,42
red,42
socialdistance,42
attendees,42
items,42
governors,42
importantly,42
tampa,42
cleo_peterson,41
joey_horn18,41
frequently,41
kamalaharris,41
fireworks,41
mayo,41
18,40
blm,40
anymore,40
war,40
wholesale,40
absolutely,40
loop,40
harmless,40
kimguilfoyle,40
preferred,40
cool,40
pay,40
marcorubio,40
month,39
reports,39
pushback,39
role,39
we,39
horrible,39
jfc,39
plain,38
bless,38
bans,38
calicoco3,38
az,38
deathcare,38
weapon,38
lying,38
iran,37
shrink,37
mother,37
on,37
plead,37
combat,37
utah,37
correlation,37
reduces,36
tries,36
filters,36
bill,36
levels,36
block,36
restrictions,36
note,36
this,36
doug,36
style,36
features,35
chances,35
redbubble,35
optional,35
fines,35
entitled,35
level,35
nj,35
totally,35
claim,35
hughley,35
weak,34
alabama,34
bexar,34
whenever,34
yr,34
lawmaker,34
awareness,34
afford,34
masked,34
colds,34
citizenship,34
introduces,33
govt,33
tonight,33
report,33
near,33
throw,33
emoji,33
deny,33
recommended,33
sciencefocus,33
enter,32
regarding,32
short,32
yogurt,32
importance,32
googlenews,32
mortality,32
interested,32
email,32
mercyxroyalmaskup,32
condensation,32
tropical,31
hidalgo,31
specializing,31
uptick,31
bit,31
163,31
sterilized,31
civilian,31
55,31
tomricesc7,31
court,31
consider,31
19we,31
era,31
abc7,30
groups,30
caused,30
powered,30
coronavirusthe,30
push,30
extra,30
faith,30
bus,30
patriotic,30
congress,29
ontario,29
skip,29
replaceable,29
guides,29
table,28
comment,28
among,28
patient,28
prevention,28
flying,28
healthyliving,28
wuhan,28
tour,28
tray,28
gyms,27
pink,27
compulsory,27
flattening,27
sc,27
reducing,27
why,27
kentuckyentwife,26
mandating,26
click,26
borisjohnson,26
mom,26
attend,26
controllable,26
artwork,26
extremely,25
food,25
hold,25
masksforallng,25
mark,25
spreads,25
incompetent,25
within,24
wildcrafttweet,24
myntra,24
meant,24
walking,24
shops,24
haintaiyaarhum,24
pls,24
at,24
teamtrump,23
blue,23
printed,23
colored,23
play,23
republic,23
fears,23
senategop,23
or,23
sister,22
tight,22
emergency,22
housegop,22
minutes,22
admin,22
murder,22
banding,21
everywhere,21
morphed,21
bgluckman,21
twisted,21
cough,21
somehow,21
helping,21
heard,21
night,21
tired,21
african,21
perfect,21
cares,21
limited,21
patriotism,21
them,21
patriot,21
higher,21
seem,21
crisis,21
largest,21
semperdiced,20
track,20
japan,20
dose,20
epidemics,20
remove,20
increased,20
constant,20
passed,20
info,20
tv,20
viral,20
officer,19
fully,19
lie,19
lights,19
adoption,19
implemented,19
matt,19
company,19
trace,19
elderly,19
swab,19
striking,19
kits,19
asymptotic,18
shambles,18
panicked,18
symptomatic,18
pre,18
lies,18
retail,18
affected,18
none,18
chinese,18
deals,18
killer,17
gaetz,17
contagious,17
website,17
machine,17
trash,17
visited,17
hides,17
lines,17
nigeria,16
defund,16
cure,16
sacked,16
bbclaurak,16
65k,16
inept,16
neither,16
beat,16
hypocrit,16
