gram,counts
masks social,114
arrived for,114
could giving,114
chris cuomo,114
days later,114
for better,114
spotted football,114
virus hoax,114
deaths due,114
trump removed,114
face shields,113
ron desantis,113
hands social,113
tony tenpenny,113
19 transmission,113
guaranteed protect,112
virus mask,112
people refuse,112
trump really,112
coronavirus deaths,111
called covid,111
stay feet,111
masks stop,111
trumpknew coronavirus,111
bbc news,111
kira corona1007,111
dr robert,111
care unit,111
despite uk,111
large crowds,110
covers nose,110
nyt new,110
cases rising,110
attacks biden,109
says still,109
uk laws,109
people still,109
everyone around,109
coronavirus amp,109
importance wearing,109
realdonaldtrump covid,108
mask protesters,108
late slow,107
mocked joe,107
leaving hospital,107
200 feet,107
due late,107
vice president,107
deaths caused,107
patient deaths,107
slow disastrous,107
covid vaccine,106
go jail,106
dead covid,106
covid__19 coronavirus,106
see pence,106
19 deadly,106
approach pandemia,106
house staff,106
disastrous approach,106
john jenkins,105
must impeached,105
impeached go,105
jail deaths,105
build immunity,105
encouraging wearing,105
reject mask,105
pandemia trump,105
still misleading,105
misleading people,105
americans wear,105
biden hold,105
governor lifts,105
mandates biden,104
new times,104
covid19 covid__19,104
goth cybergoth,104
america covid,104
cover covid__19,104
civic duty,104
catch coronavirus,104
trump taking,104
airborne virus,104
mask gloves,104
hold public,104
19 100,104
gasmask facemask,104
trumpdoesntcare trumplied200kdied,104
cybergoth asturias,104
covid__19 steampunk,104
etsy gasmask,104
beat covid,103
backlash removing,103
science coronavirus,103
19 president,103
public office,103
washable masks,103
contracted coronavirus,103
coronavirus change,103
restaurant restrictions,103
asturias steamretro,103
must accountable,103
vote amp,103
19 use,102
restrictions bans,102
healthcare workers,102
arriving white,102
mask home,102
wildfire smoke,102
mask everywhere,102
lifts restaurant,102
registering vote,102
missouri gov,102
change anything,102
make mask,102
sale facemask,102
bans mask,102
encouraged congregants,102
jason miller,102
19 ron,101
mask put,101
faces backlash,101
19 serious,101
coronavirus real,101
thoughts prayers,101
start wearing,101
covid_19 covid19,101
trump biden,100
victims punishment,100
could speaking,100
19 patients,100
trump supporter,100
fauci said,100
mask guaranteed,100
trump attacks,100
19 days,100
trump diagnosis,100
mask tested,100
coronavirus staysafe,100
speaking 200,99
tested covid,99
oxygen level,99
mcenany tests,99
amp public,99
infectious covid,99
boston globe,98
biden tests,98
double layer,98
mandates tests,98
trump hospitalized,98
wallace tells,98
scott atlas,98
mad max,97
tells viewers,97
amid coronavirus,97
wore masks,97
house removes,97
universal mask,97
covid19 facemask,96
19 know,96
mask learn,96
coronavirus outbreak,96
health experts,96
congregants go,96
mask incorrectly,96
spread corona,96
transportation people,96
months ago,96
trump told,95
shaking hands,95
coronavirus test,95
transmission covid,95
this joke,95
health protect,95
dead this,95
us keep,95
diagnosis boston,95
incorrectly get,94
protect 501,94
watch distance,94
exposed coronavirus,94
protect around,94
remember street,94
street amp,94
facial shield,94
coronavirus ur,94
shield see,94
house via,94
tell us,94
comfortable adjustable,94
ur health,94
rallies mask,94
photo remember,94
need know,94
risk covid,94
local mask,94
19 coronavirus,94
amp facial,94
see photo,94
upon arriving,94
adjustable washable,94
free delivery,94
virus wear,93
trump would,93
instead mask,93
mask nazi,93
democratic hoax,93
mandate covid,93
19 update,93
trump faces,92
home wear,92
mask good,92
could get,92
trump gets,92
stopping spread,92
back normal,91
upon returning,91
governor refused,91
safely wear,91
distancing wear,91
potus flotus,91
trump loving,91
19 restrictions,90
voting drovesregistervote,90
reduce risk,90
fight coronavirus,90
treatment covid,90
nothing fear,90
tore mask,90
alter oxygen,90
put others,90
drovesregistervote early,90
destroying freedoms,90
pandemic news,89
covid19 protests,89
freedoms economy,89
anything us,89
flu people,89
trump made,89
covid19 covid,89
balcony stunt,89
august september,89
people need,89
mask required,89
realdonaldtrump wear,89
lady test,89
mask alter,89
shows biggest,89
severity coronavirus,89
practicing social,88
19 going,88
19 nearly,88
masks may,88
federal mask,88
children adults,88
away others,88
away people,88
100 cotton,87
first time,87
coronavirus noel,87
virus please,87
please retweet,87
spread learn,87
flotus trumphascovid,87
nearly week,87
china virus,87
hand hygiene,87
mask gop,87
week attending,87
biden always,86
positive cases,86
mask everyone,86
us politics,86
council member,86
mask tests,86
trump aide,86
trump finally,86
masks prevent,86
covid covid19,86
mask believe,86
governor opposes,86
trump downplayed,86
knowing coronavirus,86
non medical,86
politics live,86
opposes mask,86
governor ron,86
least feet,86
take coronavirus,86
masks debate,85
kira corona1001,85
mask keeping,85
karma bitch,85
city council,85
pro life,85
us coronavirus,85
still contagious,85
hours skin,85
pres trump,85
contagious president,84
respiratory droplets,84
mask protests,84
check us,84
melania tested,84
going get,84
aide balcony,84
blisters trump,84
attending scotus,84
host blisters,84
number covid,84
life covid,84
director says,84
announcement mask,84
world health,84
coronavirus 5g,83
question trump,83
theories essential,83
called hoax,83
lady melania,83
mask republican,83
mask mocked,83
masks covid19,83
essential read,83
serious question,83
5g anti,83
mask conspiracy,83
stunt tore,83
use hand,83
still infected,83
mask infected,83
threat covid,83
one supporters,82
really get,82
lives check,82
deaths covid,82
pope francis,82
safe covid,82
supporters refused,82
19 yet,82
gop candidate,82
healthy people,82
feeling symptoms,82
share mask,82
mask photo,82
read rebutti,82
best way,82
suggest mask,81
protest montreal,81
trump positive,81
wearamask save,81
house chief,81
news host,81
infectious disease,81
jacksonville florida,81
dem opponent,81
retweet share,81
redfield said,81
mask taking,81
mask without,81
please take,81
draws large,81
us covid,80
finally coronavirus,80
coronavirus surprise,80
diagnosis wear,80
days mocking,80
protective mask,80
without face,80
breaking news,80
crowds say,80
nashville council,80
two weeks,80
say threat,80
home must,80
dead americans,80
simple leave,80
mask smartnews,80
montreal draws,80
please remember,80
kira corona1006,80
us president,80
quarantine wear,80
trump corona,79
people encouraging,79
reed hospital,79
mask movement,79
mask need,79
got fight,79
19 care,79
wife tested,79
dakotas lead,79
19 overstated,79
county chair,79
destroying economy,79
thousands people,79
distance amp,79
far covid,79
briefed reporters,79
latest anti,79
19 also,79
politicians enforce,78
pictures trump,78
supporters trump,78
surprise ignorance,78
enforce mitigation,78
reinstate coronavirus,78
atlas reinstate,78
votebluenomatterwho maga,78
cdc politicians,78
house washington,78
coughing still,78
garden event,78
viewers trump,78
desantis taking,78
accountability fire,78
mitigation wear,78
mask important,78
made dig,78
ignorance consequences,78
night jacksonville,78
way nose,78
viral dose,78
sen mike,78
amp must,78
florida without,78
mask memes,78
economy freedoms,78
force isolate,78
fire scott,78
lied usa,78
taking pictures,78
sad votebluenomatterwho,78
mask removal,78
wallace viewers,78
deaths date,78
former nashville,78
isolate cdc,78
rally last,78
usa amp,78
american public,78
consequences accountability,78
go maskless,78
republican sad,78
staffer retire,77
others danger,77
committee hosted,77
501 donate,77
max mask,77
big mask,77
posted anti,77
mask since,77
protect amp,77
trump test,77
broke quarantine,77
time covid,77
anti face,77
trump wife,77
mask amid,77
reckless pronouncement,77
ever happened,76
help build,76
cyclist called,76
house event,76
measures like,76
mask filter,76
19 broke,76
mandates lower,76
contracts covid,76
fact check,76
viral load,76
pronouncement nothing,76
get rid,76
dumb ass,76
corona coronavirus,76
fight cyclist,76
hands keep,76
could wearing,76
vote early,76
masks public,76
lead us,76
kloeffler realdonaldtrump,75
answers questions,75
fraud online,75
plus use,75
mask find,75
retire report,75
questions covid,75
coronavirus fraud,75
vip hospital,75
answers common,75
trump bolted,75
mask many,75
hospital bubble,75
fl far,75
week fact,75
common questions,75
fauci staffer,75
masks mask,75
date fl,75
100 000,75
mask trumphascovid,75
check team,75
19 plus,75
kayleighmcenany realdonaldtrump,75
danger got,75
shield instead,75
find answers,75
virus wearing,75
team answers,75
politics doctor,75
lower covid,75
spreader event,74
report trashed,74
covid take,74
trashed mask,74
cdc says,74
fauci coronavirus,74
nothing ever,74
trump removing,74
nazi fauci,74
spread 25,74
results suggest,74
johnson coronavirus,74
mask know,74
mask reduce,74
study results,74
19 guidelines,74
hicks tested,74
pretended nothing,74
memes facebook,74
preliminary study,74
bolted vip,74
the president,73
johnson dad,73
trump returned,73
away shows,73
mask covering,73
called pretended,73
wisconsin dem,73
threw party,73
involves pushing,73
instead breathe,73
party quarantine,73
particularly pleasant,73
told bob,73
pushing swab,73
test involves,73
mask optional,73
still get,73
19 protocols,73
never wore,73
swab way,73
pleasant instead,73
nose particularly,73
sorry covid,73
please continue,73
mask ve,73
19 wisconsin,73
breathe safely,73
200000 coronavirus,73
new mask,72
19 viral,72
test negative,72
happened threw,72
feel sorry,72
13k deaths,72
coronavirus seriously,72
mask school,72
19 could,72
irresponsible mask,72
accountable 200000,72
facebook died,72
public help,72
died complications,72
protect health,72
candidate contracts,72
mask leaving,72
distancing 13k,72
family wear,72
member tony,72
virus covid,72
mocks biden,71
one mask,71
pandemic civic,71
precautions like,71
enforce mask,71
would like,71
practice physical,71
12 year,71
canadians say,71
dying covid,71
mike pence,71
this politics,71
republican governor,71
finally jungkook,71
majority canadians,71
nationwide mask,71
anyone refusing,71
still covid,71
common cold,71
study suggests,71
raw story,71
mandate mask,70
showing mild,70
distancing wash,70
first thing,70
mocked mask,70
lee tested,70
responsibility protect,70
punishment east,70
complications resulting,70
taking face,70
told wear,70
folks wear,70
aids vaccine,70
walked white,70
immunity researchers,70
mild covid,70
wearing might,70
realdonaldtrump trumpdoesntcare,70
despite still,70
attitudeswe live,69
virus hn1,69
breathing face,69
please stay,69
biden debate,69
look like,69
icu covid,69
victims cnn,69
masks children,69
lives stop,69
thinknew times,69
live corona,69
new attitudeswe,69
trump traveled,69
one thing,69
shared responsibility,69
dc wear,69
mask sight,69
cases arizona,69
protect dc,69
included irresponsible,69
diagnosis via,69
stop thinknew,69
hn1 aids,69
family members,69
mask pandemic,69
see wo,69
mask hope,69
air force,68
right way,68
comeback included,68
protective gear,68
adults masks,68
dr redfield,68
ve ever,68
resulting infected,68
positive fox,68
realdonaldtrump potus,68
cbc news,68
makes fun,68
like every,68
trump mocking,68
azar defends,68
caught coronavirus,68
infection rate,68
health protocols,68
mandate got,67
house comeback,67
lives fight,67
debate trump,67
fallout wasteland,67
refusing mask,67
people would,67
defends refusal,67
refusal trump,67
19 federal,67
states packed,67
loving republican,67
carry covid,67
republican posted,67
hospital us,67
time save,67
schedule testing,67
president showing,67
experts say,67
sorry caught,67
19 masks,67
staging bizarre,67
packed schedule,67
traveled states,67
mask azar,67
wearing medical,67
herd mentality,66
chris christie,66
someone else,66
bizarre white,66
spreader events,66
downplaying virus,66
removal reckless,66
mask box,66
one trump,66
urges mask,66
coverings nose,66
tell time,66
cuomo diagnosed,66
via bostonglobe,66
house covid,66
refused mask,66
mandate icu,66
democrats president,65
related covid,65
family friends,65
especially follow,65
ask stupid,65
209 000,65
people especially,65
get virus,65
staysafe stayhome,65
stupid democrats,65
mask president,65
said coronavirus,65
state mask,65
follow health,65
nose equivalent,65
virus ask,65
trump testing,65
post apocalyptic,65
protocols caused,65
virus last,65
caused spread,65
use masks,65
health emergency,65
dad extremely,64
nothing cause,64
health department,64
disease control,64
trump debate,64
extremely sorry,64
event without,64
limit spread,64
family urges,64
better protection,64
said everyone,64
battery powered,64
coronavirus airborne,64
indoor rallies,64
burning man,64
trump get,64
people think,64
mask least,64
simply wearing,64
trump rebuked,63
coronavirus trumphascovid,63
gets coronavirus,63
tenpenny trump,63
indoor public,63
us heartland,63
state health,63
force one,63
viruses ushoparea,63
mask sentiment,63
strongly medicated,63
chris evans,63
kindness 12,63
mask day,63
19 really,63
tony evers,63
rebuked removing,63
old dies,63
coronavirus infections,63
coronavirus like,63
ushoparea google,63
caught face,63
nine hours,63
